,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,Score
3348,1beeffff-f261-435f-a109-6fafe46669d4,love,3/22/2021 14:27,photo,public speaking,positive,65,,,
3349,1beeffff-f261-435f-a109-6fafe46669d4,want,7/7/2020 8:32,photo,public speaking,positive,70,,,
3350,1beeffff-f261-435f-a109-6fafe46669d4,disgust,3/12/2021 4:13,photo,public speaking,negative,0,,,
3351,1beeffff-f261-435f-a109-6fafe46669d4,cherish,12/31/2020 23:16,photo,public speaking,positive,70,,,
3352,1beeffff-f261-435f-a109-6fafe46669d4,worried,4/14/2021 23:05,photo,public speaking,negative,12,,,
3353,1beeffff-f261-435f-a109-6fafe46669d4,hate,6/20/2020 22:54,photo,public speaking,negative,5,,,
3355,1beeffff-f261-435f-a109-6fafe46669d4,scared,2/5/2021 9:09,photo,public speaking,negative,15,,,
3356,1beeffff-f261-435f-a109-6fafe46669d4,dislike,5/23/2021 21:17,photo,public speaking,negative,10,,,
3357,1beeffff-f261-435f-a109-6fafe46669d4,like,2/15/2021 13:11,photo,public speaking,positive,50,,,
3358,1beeffff-f261-435f-a109-6fafe46669d4,love,2/19/2021 0:25,photo,public speaking,positive,65,,,
3359,1beeffff-f261-435f-a109-6fafe46669d4,peeking,1/18/2021 1:28,photo,public speaking,neutral,35,,,
3360,1beeffff-f261-435f-a109-6fafe46669d4,peeking,6/7/2021 1:06,photo,public speaking,neutral,35,,,
3361,1beeffff-f261-435f-a109-6fafe46669d4,super love,11/9/2020 9:34,photo,public speaking,positive,75,,,
3362,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,5/17/2021 22:23,photo,public speaking,positive,45,,,
3363,1beeffff-f261-435f-a109-6fafe46669d4,worried,9/25/2020 10:12,photo,public speaking,negative,12,,,
3365,1beeffff-f261-435f-a109-6fafe46669d4,love,8/12/2020 12:04,photo,public speaking,positive,65,,,
3366,1beeffff-f261-435f-a109-6fafe46669d4,disgust,11/26/2020 18:34,photo,public speaking,negative,0,,,
3367,1beeffff-f261-435f-a109-6fafe46669d4,intrigued,6/4/2021 22:13,photo,public speaking,positive,45,,,
3368,1beeffff-f261-435f-a109-6fafe46669d4,want,7/5/2020 16:09,photo,public speaking,positive,70,,,
3369,1beeffff-f261-435f-a109-6fafe46669d4,dislike,6/3/2021 13:25,photo,public speaking,negative,10,,,
3370,1beeffff-f261-435f-a109-6fafe46669d4,super love,10/8/2020 14:38,photo,public speaking,positive,75,,,
3371,1beeffff-f261-435f-a109-6fafe46669d4,love,2/24/2021 20:55,photo,public speaking,positive,65,,,
3372,1beeffff-f261-435f-a109-6fafe46669d4,worried,3/27/2021 12:24,photo,public speaking,negative,12,,,
3373,1beeffff-f261-435f-a109-6fafe46669d4,hate,5/17/2021 7:37,photo,public speaking,negative,5,,,
3376,61e6650c-5068-4575-9aee-4217ef3dbdb1,intrigued,8/8/2020 7:52,GIF,tennis,positive,45,,,
3377,61e6650c-5068-4575-9aee-4217ef3dbdb1,cherish,10/6/2020 13:55,GIF,tennis,positive,70,,,
3378,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,4/4/2021 22:17,GIF,tennis,positive,72,,,
3379,61e6650c-5068-4575-9aee-4217ef3dbdb1,like,5/18/2021 6:46,GIF,tennis,positive,50,,,
3380,61e6650c-5068-4575-9aee-4217ef3dbdb1,heart,1/11/2021 12:55,GIF,tennis,positive,60,,,
3381,61e6650c-5068-4575-9aee-4217ef3dbdb1,like,1/29/2021 15:31,GIF,tennis,positive,50,,,
3382,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,11/12/2020 11:32,GIF,tennis,negative,12,,,
3383,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,8/20/2020 12:02,GIF,tennis,positive,70,,,
3384,61e6650c-5068-4575-9aee-4217ef3dbdb1,peeking,5/2/2021 2:46,GIF,tennis,neutral,35,,,
3386,61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,9/4/2020 9:40,GIF,tennis,negative,0,,,
3387,61e6650c-5068-4575-9aee-4217ef3dbdb1,love,6/21/2020 7:21,GIF,tennis,positive,65,,,
3388,61e6650c-5068-4575-9aee-4217ef3dbdb1,super love,11/26/2020 3:20,GIF,tennis,positive,75,,,
3389,61e6650c-5068-4575-9aee-4217ef3dbdb1,scared,5/25/2021 2:00,GIF,tennis,negative,15,,,
3390,61e6650c-5068-4575-9aee-4217ef3dbdb1,hate,11/20/2020 12:31,GIF,tennis,negative,5,,,
3391,61e6650c-5068-4575-9aee-4217ef3dbdb1,interested,3/27/2021 21:38,GIF,tennis,positive,30,,,
3392,61e6650c-5068-4575-9aee-4217ef3dbdb1,cherish,12/21/2020 1:38,GIF,tennis,positive,70,,,
3393,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,1/27/2021 6:59,GIF,tennis,positive,72,,,
3394,61e6650c-5068-4575-9aee-4217ef3dbdb1,super love,2/19/2021 9:54,GIF,tennis,positive,75,,,
3396,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,11/9/2020 0:13,GIF,tennis,negative,12,,,
3397,61e6650c-5068-4575-9aee-4217ef3dbdb1,scared,6/23/2020 13:15,GIF,tennis,negative,15,,,
3398,61e6650c-5068-4575-9aee-4217ef3dbdb1,interested,12/4/2020 12:15,GIF,tennis,positive,30,,,
3399,61e6650c-5068-4575-9aee-4217ef3dbdb1,hate,5/28/2021 10:05,GIF,tennis,negative,5,,,
3400,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,8/25/2020 12:14,GIF,tennis,positive,70,,,
3401,61e6650c-5068-4575-9aee-4217ef3dbdb1,hate,8/25/2020 0:49,GIF,tennis,negative,5,,,
3402,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,11/3/2020 10:46,GIF,tennis,positive,72,,,
3403,61e6650c-5068-4575-9aee-4217ef3dbdb1,peeking,4/26/2021 5:40,GIF,tennis,neutral,35,,,
3404,61e6650c-5068-4575-9aee-4217ef3dbdb1,peeking,11/4/2020 15:52,GIF,tennis,neutral,35,,,
3406,61e6650c-5068-4575-9aee-4217ef3dbdb1,adore,4/4/2021 10:55,GIF,tennis,positive,72,,,
3407,61e6650c-5068-4575-9aee-4217ef3dbdb1,heart,11/3/2020 13:46,GIF,tennis,positive,60,,,
3409,3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,10/15/2020 10:31,GIF,soccer,negative,0,,,
3410,3a7f83a0-b9f9-44c1-a15d-656c4095e732,cherish,4/24/2021 12:52,GIF,soccer,positive,70,,,
3411,3a7f83a0-b9f9-44c1-a15d-656c4095e732,love,4/2/2021 11:36,GIF,soccer,positive,65,,,
3412,3a7f83a0-b9f9-44c1-a15d-656c4095e732,hate,5/4/2021 17:02,GIF,soccer,negative,5,,,
3414,2b6921de-e7f2-4e30-8feb-36bd41becaf0,scared,1/26/2021 7:21,audio,travel,negative,15,,,
3415,2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,5/6/2021 3:02,audio,travel,negative,0,,,
3416,2b6921de-e7f2-4e30-8feb-36bd41becaf0,love,6/27/2020 15:20,audio,travel,positive,65,,,
3417,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,3/10/2021 4:34,audio,travel,negative,5,,,
3418,2b6921de-e7f2-4e30-8feb-36bd41becaf0,love,12/9/2020 13:11,audio,travel,positive,65,,,
3419,2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,12/1/2020 13:05,audio,travel,negative,10,,,
3420,2b6921de-e7f2-4e30-8feb-36bd41becaf0,scared,11/24/2020 3:51,audio,travel,negative,15,,,
3421,2b6921de-e7f2-4e30-8feb-36bd41becaf0,heart,12/15/2020 20:39,audio,travel,positive,60,,,
3422,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,5/9/2021 4:48,audio,travel,negative,5,,,
3424,2b6921de-e7f2-4e30-8feb-36bd41becaf0,indifferent,6/17/2021 20:03,audio,travel,neutral,20,,,
3425,2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,11/4/2020 10:30,audio,travel,positive,72,,,
3426,2b6921de-e7f2-4e30-8feb-36bd41becaf0,adore,9/10/2020 0:55,audio,travel,positive,72,,,
3427,2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,6/6/2021 1:49,audio,travel,positive,50,,,
3428,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,2/9/2021 17:26,audio,travel,negative,5,,,
3429,2b6921de-e7f2-4e30-8feb-36bd41becaf0,super love,4/16/2021 11:22,audio,travel,positive,75,,,
3430,2b6921de-e7f2-4e30-8feb-36bd41becaf0,hate,9/18/2020 14:32,audio,travel,negative,5,,,
3431,2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,2/20/2021 14:12,audio,travel,positive,50,,,
3432,2b6921de-e7f2-4e30-8feb-36bd41becaf0,like,8/14/2020 5:25,audio,travel,positive,50,,,
3434,2b6921de-e7f2-4e30-8feb-36bd41becaf0,dislike,10/18/2020 22:46,audio,travel,negative,10,,,
3436,b56a9e24-d0f2-4599-b893-c2889a15e1d6,heart,10/30/2020 3:41,video,veganism,positive,60,,,
3437,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,1/26/2021 14:35,video,veganism,negative,10,,,
3438,b56a9e24-d0f2-4599-b893-c2889a15e1d6,want,3/13/2021 23:54,video,veganism,positive,70,,,
3439,b56a9e24-d0f2-4599-b893-c2889a15e1d6,interested,3/12/2021 20:47,video,veganism,positive,30,,,
3440,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,7/15/2020 18:27,video,veganism,negative,12,,,
3441,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,7/26/2020 22:20,video,veganism,negative,12,,,
3442,b56a9e24-d0f2-4599-b893-c2889a15e1d6,heart,4/2/2021 4:54,video,veganism,positive,60,,,
3443,b56a9e24-d0f2-4599-b893-c2889a15e1d6,heart,5/16/2021 9:09,video,veganism,positive,60,,,
3444,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,5/28/2021 0:25,video,veganism,negative,12,,,
3446,b56a9e24-d0f2-4599-b893-c2889a15e1d6,like,11/25/2020 9:28,video,veganism,positive,50,,,
3447,b56a9e24-d0f2-4599-b893-c2889a15e1d6,want,5/25/2021 13:19,video,veganism,positive,70,,,
3448,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,9/13/2020 9:44,video,veganism,negative,10,,,
3449,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,4/11/2021 17:19,video,veganism,negative,12,,,
3450,b56a9e24-d0f2-4599-b893-c2889a15e1d6,super love,10/23/2020 21:01,video,veganism,positive,75,,,
3451,b56a9e24-d0f2-4599-b893-c2889a15e1d6,love,6/1/2021 7:43,video,veganism,positive,65,,,
3452,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,7/4/2020 16:40,video,veganism,negative,0,,,
3453,b56a9e24-d0f2-4599-b893-c2889a15e1d6,super love,7/24/2020 11:03,video,veganism,positive,75,,,
3454,b56a9e24-d0f2-4599-b893-c2889a15e1d6,scared,3/2/2021 19:17,video,veganism,negative,15,,,
3456,b56a9e24-d0f2-4599-b893-c2889a15e1d6,super love,4/20/2021 12:13,video,veganism,positive,75,,,
3457,b56a9e24-d0f2-4599-b893-c2889a15e1d6,peeking,8/25/2020 4:46,video,veganism,neutral,35,,,
3458,b56a9e24-d0f2-4599-b893-c2889a15e1d6,scared,12/7/2020 15:19,video,veganism,negative,15,,,
3459,b56a9e24-d0f2-4599-b893-c2889a15e1d6,peeking,12/14/2020 22:00,video,veganism,neutral,35,,,
3460,b56a9e24-d0f2-4599-b893-c2889a15e1d6,indifferent,8/16/2020 16:14,video,veganism,neutral,20,,,
3461,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,9/20/2020 11:43,video,veganism,negative,12,,,
3462,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,9/14/2020 16:38,video,veganism,negative,12,,,
3463,b56a9e24-d0f2-4599-b893-c2889a15e1d6,cherish,9/20/2020 21:40,video,veganism,positive,70,,,
3464,b56a9e24-d0f2-4599-b893-c2889a15e1d6,interested,10/31/2020 18:17,video,veganism,positive,30,,,
3466,b56a9e24-d0f2-4599-b893-c2889a15e1d6,heart,1/15/2021 21:13,video,veganism,positive,60,,,
3467,b56a9e24-d0f2-4599-b893-c2889a15e1d6,scared,10/26/2020 9:09,video,veganism,negative,15,,,
3468,b56a9e24-d0f2-4599-b893-c2889a15e1d6,interested,7/9/2020 14:53,video,veganism,positive,30,,,
3469,b56a9e24-d0f2-4599-b893-c2889a15e1d6,cherish,8/22/2020 18:11,video,veganism,positive,70,,,
3470,b56a9e24-d0f2-4599-b893-c2889a15e1d6,peeking,9/10/2020 19:30,video,veganism,neutral,35,,,
3471,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,8/7/2020 8:59,video,veganism,negative,10,,,
3472,b56a9e24-d0f2-4599-b893-c2889a15e1d6,want,1/12/2021 23:43,video,veganism,positive,70,,,
3473,b56a9e24-d0f2-4599-b893-c2889a15e1d6,indifferent,6/3/2021 9:25,video,veganism,neutral,20,,,
3474,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,7/21/2020 2:54,video,veganism,negative,0,,,
3476,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,7/12/2020 11:52,video,veganism,negative,12,,,
3477,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,5/30/2021 19:24,video,veganism,negative,10,,,
3478,b56a9e24-d0f2-4599-b893-c2889a15e1d6,intrigued,10/29/2020 2:29,video,veganism,positive,45,,,
3479,b56a9e24-d0f2-4599-b893-c2889a15e1d6,dislike,6/30/2020 13:41,video,veganism,negative,10,,,
3481,d706b190-216c-4103-9107-fb7304766d68,interested,1/22/2021 3:50,video,cooking,positive,30,,,
3482,d706b190-216c-4103-9107-fb7304766d68,super love,2/17/2021 0:09,video,cooking,positive,75,,,
3483,d706b190-216c-4103-9107-fb7304766d68,dislike,6/24/2020 9:34,video,cooking,negative,10,,,
3484,d706b190-216c-4103-9107-fb7304766d68,peeking,6/7/2021 5:14,video,cooking,neutral,35,,,
3485,d706b190-216c-4103-9107-fb7304766d68,disgust,10/2/2020 15:49,video,cooking,negative,0,,,
3486,d706b190-216c-4103-9107-fb7304766d68,cherish,9/28/2020 7:15,video,cooking,positive,70,,,
3487,d706b190-216c-4103-9107-fb7304766d68,adore,5/20/2021 20:38,video,cooking,positive,72,,,
3488,d706b190-216c-4103-9107-fb7304766d68,love,10/2/2020 20:47,video,cooking,positive,65,,,
3489,d706b190-216c-4103-9107-fb7304766d68,like,1/23/2021 2:03,video,cooking,positive,50,,,
3491,d706b190-216c-4103-9107-fb7304766d68,hate,6/21/2020 0:07,video,cooking,negative,5,,,
3492,d706b190-216c-4103-9107-fb7304766d68,indifferent,10/22/2020 6:53,video,cooking,neutral,20,,,
3493,d706b190-216c-4103-9107-fb7304766d68,super love,3/14/2021 4:49,video,cooking,positive,75,,,
3494,d706b190-216c-4103-9107-fb7304766d68,super love,3/28/2021 11:06,video,cooking,positive,75,,,
3495,d706b190-216c-4103-9107-fb7304766d68,like,9/15/2020 13:27,video,cooking,positive,50,,,
3496,d706b190-216c-4103-9107-fb7304766d68,disgust,3/23/2021 1:45,video,cooking,negative,0,,,
3497,d706b190-216c-4103-9107-fb7304766d68,love,2/14/2021 9:38,video,cooking,positive,65,,,
3498,d706b190-216c-4103-9107-fb7304766d68,hate,9/29/2020 11:10,video,cooking,negative,5,,,
3499,d706b190-216c-4103-9107-fb7304766d68,adore,4/11/2021 2:20,video,cooking,positive,72,,,
3501,d706b190-216c-4103-9107-fb7304766d68,adore,8/29/2020 9:14,video,cooking,positive,72,,,
3502,d706b190-216c-4103-9107-fb7304766d68,hate,6/27/2020 10:28,video,cooking,negative,5,,,
3503,d706b190-216c-4103-9107-fb7304766d68,cherish,2/12/2021 17:15,video,cooking,positive,70,,,
3504,d706b190-216c-4103-9107-fb7304766d68,disgust,4/23/2021 13:53,video,cooking,negative,0,,,
3505,d706b190-216c-4103-9107-fb7304766d68,worried,6/2/2021 23:40,video,cooking,negative,12,,,
3506,d706b190-216c-4103-9107-fb7304766d68,cherish,6/26/2020 0:17,video,cooking,positive,70,,,
3507,d706b190-216c-4103-9107-fb7304766d68,want,4/22/2021 16:21,video,cooking,positive,70,,,
3508,d706b190-216c-4103-9107-fb7304766d68,dislike,5/11/2021 14:42,video,cooking,negative,10,,,
3509,d706b190-216c-4103-9107-fb7304766d68,worried,2/6/2021 11:43,video,cooking,negative,12,,,
3511,d706b190-216c-4103-9107-fb7304766d68,super love,5/5/2021 2:58,video,cooking,positive,75,,,
3512,d706b190-216c-4103-9107-fb7304766d68,love,11/28/2020 23:02,video,cooking,positive,65,,,
3513,d706b190-216c-4103-9107-fb7304766d68,hate,5/24/2021 0:34,video,cooking,negative,5,,,
3514,d706b190-216c-4103-9107-fb7304766d68,scared,4/20/2021 23:22,video,cooking,negative,15,,,
3515,d706b190-216c-4103-9107-fb7304766d68,interested,8/10/2020 19:14,video,cooking,positive,30,,,
3516,d706b190-216c-4103-9107-fb7304766d68,cherish,2/20/2021 3:54,video,cooking,positive,70,,,
3517,d706b190-216c-4103-9107-fb7304766d68,worried,7/1/2020 22:04,video,cooking,negative,12,,,
3518,d706b190-216c-4103-9107-fb7304766d68,cherish,7/25/2020 10:04,video,cooking,positive,70,,,
3519,d706b190-216c-4103-9107-fb7304766d68,adore,5/1/2021 1:59,video,cooking,positive,72,,,
3521,d706b190-216c-4103-9107-fb7304766d68,love,6/30/2020 10:45,video,cooking,positive,65,,,
3522,d706b190-216c-4103-9107-fb7304766d68,adore,11/4/2020 0:06,video,cooking,positive,72,,,
3523,d706b190-216c-4103-9107-fb7304766d68,intrigued,8/26/2020 23:20,video,cooking,positive,45,,,
3524,d706b190-216c-4103-9107-fb7304766d68,dislike,12/21/2020 4:41,video,cooking,negative,10,,,
3525,d706b190-216c-4103-9107-fb7304766d68,disgust,1/9/2021 13:42,video,cooking,negative,0,,,
3526,d706b190-216c-4103-9107-fb7304766d68,scared,4/1/2021 16:21,video,cooking,negative,15,,,
3527,d706b190-216c-4103-9107-fb7304766d68,love,9/21/2020 22:16,video,cooking,positive,65,,,
3528,d706b190-216c-4103-9107-fb7304766d68,intrigued,9/9/2020 12:47,video,cooking,positive,45,,,
3530,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,indifferent,5/12/2021 5:24,audio,tennis,neutral,20,,,
3531,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,1/19/2021 5:52,audio,tennis,negative,12,,,
3532,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,indifferent,5/20/2021 12:47,audio,tennis,neutral,20,,,
3533,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,6/21/2020 20:56,audio,tennis,positive,75,,,
3534,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,heart,7/1/2020 18:27,audio,tennis,positive,60,,,
3535,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,want,5/19/2021 4:08,audio,tennis,positive,70,,,
3536,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,cherish,1/16/2021 1:45,audio,tennis,positive,70,,,
3537,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,love,11/7/2020 23:21,audio,tennis,positive,65,,,
3538,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,dislike,4/4/2021 16:50,audio,tennis,negative,10,,,
3540,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,1/8/2021 20:20,audio,tennis,negative,0,,,
3541,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,12/17/2020 2:10,audio,tennis,positive,75,,,
3542,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,6/21/2020 19:23,audio,tennis,negative,12,,,
3543,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,1/11/2021 8:40,audio,tennis,negative,12,,,
3544,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,heart,3/12/2021 5:46,audio,tennis,positive,60,,,
3545,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,peeking,9/12/2020 0:42,audio,tennis,neutral,35,,,
3546,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,indifferent,11/11/2020 11:30,audio,tennis,neutral,20,,,
3547,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,3/3/2021 6:13,audio,tennis,positive,75,,,
3548,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,love,2/28/2021 2:41,audio,tennis,positive,65,,,
3550,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,want,12/26/2020 19:22,audio,tennis,positive,70,,,
3551,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,4/13/2021 5:12,audio,tennis,negative,0,,,
3552,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,hate,10/25/2020 19:24,audio,tennis,negative,5,,,
3553,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,like,1/5/2021 22:49,audio,tennis,positive,50,,,
3554,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,scared,8/7/2020 1:57,audio,tennis,negative,15,,,
3555,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,dislike,7/11/2020 8:10,audio,tennis,negative,10,,,
3556,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,love,12/9/2020 4:15,audio,tennis,positive,65,,,
3557,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,peeking,1/21/2021 6:51,audio,tennis,neutral,35,,,
3558,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,indifferent,3/20/2021 1:19,audio,tennis,neutral,20,,,
3560,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,peeking,12/16/2020 15:44,audio,tennis,neutral,35,,,
3561,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,adore,3/10/2021 3:48,audio,tennis,positive,72,,,
3562,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,interested,1/16/2021 16:07,audio,tennis,positive,30,,,
3563,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,like,7/3/2020 17:27,audio,tennis,positive,50,,,
3564,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,super love,11/23/2020 13:22,audio,tennis,positive,75,,,
3565,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,love,5/15/2021 14:34,audio,tennis,positive,65,,,
3566,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,heart,6/15/2021 3:20,audio,tennis,positive,60,,,
3567,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,want,10/2/2020 4:37,audio,tennis,positive,70,,,
3568,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,indifferent,6/23/2020 2:28,audio,tennis,neutral,20,,,
3570,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,like,8/20/2020 9:47,audio,tennis,positive,50,,,
3571,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,dislike,12/22/2020 15:25,audio,tennis,negative,10,,,
3573,2c511a63-5eb5-422f-8483-c9fcf9a29b55,interested,11/26/2020 2:26,GIF,technology,positive,30,,,
3574,2c511a63-5eb5-422f-8483-c9fcf9a29b55,want,12/5/2020 3:55,GIF,technology,positive,70,,,
3575,2c511a63-5eb5-422f-8483-c9fcf9a29b55,interested,11/28/2020 4:00,GIF,technology,positive,30,,,
3576,2c511a63-5eb5-422f-8483-c9fcf9a29b55,super love,7/23/2020 4:14,GIF,technology,positive,75,,,
3577,2c511a63-5eb5-422f-8483-c9fcf9a29b55,peeking,10/16/2020 8:12,GIF,technology,neutral,35,,,
3578,2c511a63-5eb5-422f-8483-c9fcf9a29b55,adore,5/23/2021 22:02,GIF,technology,positive,72,,,
3579,2c511a63-5eb5-422f-8483-c9fcf9a29b55,interested,6/13/2021 6:27,GIF,technology,positive,30,,,
3580,2c511a63-5eb5-422f-8483-c9fcf9a29b55,heart,12/6/2020 0:59,GIF,technology,positive,60,,,
3581,2c511a63-5eb5-422f-8483-c9fcf9a29b55,scared,8/17/2020 5:42,GIF,technology,negative,15,,,
3583,2c511a63-5eb5-422f-8483-c9fcf9a29b55,cherish,4/19/2021 11:12,GIF,technology,positive,70,,,
3584,2c511a63-5eb5-422f-8483-c9fcf9a29b55,peeking,1/13/2021 18:46,GIF,technology,neutral,35,,,
3585,2c511a63-5eb5-422f-8483-c9fcf9a29b55,disgust,9/7/2020 18:59,GIF,technology,negative,0,,,
3586,2c511a63-5eb5-422f-8483-c9fcf9a29b55,love,6/1/2021 5:18,GIF,technology,positive,65,,,
3587,2c511a63-5eb5-422f-8483-c9fcf9a29b55,love,2/13/2021 1:45,GIF,technology,positive,65,,,
3588,2c511a63-5eb5-422f-8483-c9fcf9a29b55,cherish,12/11/2020 15:47,GIF,technology,positive,70,,,
3589,2c511a63-5eb5-422f-8483-c9fcf9a29b55,super love,11/14/2020 23:27,GIF,technology,positive,75,,,
3590,2c511a63-5eb5-422f-8483-c9fcf9a29b55,want,4/10/2021 19:39,GIF,technology,positive,70,,,
3592,edc4a60a-b5ba-4178-b99e-9d34ed92599c,peeking,11/22/2020 10:30,audio,technology,neutral,35,,,
3593,edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,9/15/2020 5:11,audio,technology,negative,12,,,
3594,edc4a60a-b5ba-4178-b99e-9d34ed92599c,heart,6/7/2021 14:04,audio,technology,positive,60,,,
3595,edc4a60a-b5ba-4178-b99e-9d34ed92599c,scared,1/27/2021 9:23,audio,technology,negative,15,,,
3596,edc4a60a-b5ba-4178-b99e-9d34ed92599c,love,6/23/2020 20:28,audio,technology,positive,65,,,
3597,edc4a60a-b5ba-4178-b99e-9d34ed92599c,heart,2/8/2021 6:07,audio,technology,positive,60,,,
3598,edc4a60a-b5ba-4178-b99e-9d34ed92599c,intrigued,3/12/2021 18:33,audio,technology,positive,45,,,
3599,edc4a60a-b5ba-4178-b99e-9d34ed92599c,want,8/22/2020 20:27,audio,technology,positive,70,,,
3600,edc4a60a-b5ba-4178-b99e-9d34ed92599c,intrigued,1/1/2021 22:46,audio,technology,positive,45,,,
3602,edc4a60a-b5ba-4178-b99e-9d34ed92599c,dislike,6/23/2020 10:02,audio,technology,negative,10,,,
3603,edc4a60a-b5ba-4178-b99e-9d34ed92599c,dislike,3/20/2021 10:59,audio,technology,negative,10,,,
3604,edc4a60a-b5ba-4178-b99e-9d34ed92599c,love,1/2/2021 15:40,audio,technology,positive,65,,,
3605,edc4a60a-b5ba-4178-b99e-9d34ed92599c,cherish,2/27/2021 13:35,audio,technology,positive,70,,,
3606,edc4a60a-b5ba-4178-b99e-9d34ed92599c,indifferent,9/1/2020 0:53,audio,technology,neutral,20,,,
3607,edc4a60a-b5ba-4178-b99e-9d34ed92599c,love,10/13/2020 3:33,audio,technology,positive,65,,,
3608,edc4a60a-b5ba-4178-b99e-9d34ed92599c,cherish,10/20/2020 1:05,audio,technology,positive,70,,,
3609,edc4a60a-b5ba-4178-b99e-9d34ed92599c,indifferent,3/21/2021 7:15,audio,technology,neutral,20,,,
3610,edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,4/28/2021 20:58,audio,technology,negative,12,,,
3612,edc4a60a-b5ba-4178-b99e-9d34ed92599c,cherish,2/28/2021 12:17,audio,technology,positive,70,,,
3613,edc4a60a-b5ba-4178-b99e-9d34ed92599c,love,11/24/2020 3:43,audio,technology,positive,65,,,
3614,edc4a60a-b5ba-4178-b99e-9d34ed92599c,scared,5/22/2021 8:21,audio,technology,negative,15,,,
3615,edc4a60a-b5ba-4178-b99e-9d34ed92599c,love,8/3/2020 15:47,audio,technology,positive,65,,,
3616,edc4a60a-b5ba-4178-b99e-9d34ed92599c,indifferent,7/19/2020 17:11,audio,technology,neutral,20,,,
